title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
AVE DE RAPINA	Bits	Bits	7000	9000	4500	0	0									FALSE	6	NP	NP	0	-	713		FALSE	8	NP	NP	0	-	882		FALSE	9	NP	NP	0	-	934										FALSE	8	NP	NP	0	-	948		FALSE	10	NP	NP	0	-	1113																		
Bad Routine	Base	Base	0	0	0	27.96	0									TRUE	5	NP	NP	0	-	522		TRUE	7	NP	NP	0	-	716		TRUE	9	FC	AAA	1864	0	964	2.79600000E+001									TRUE	6	NP	NP	0	-	566		TRUE	7	NP	NP	0	-	716		TRUE	9	NP	NP	0	-	1042										
BRING HER DOWN	Bits	Bits	6000	8500	4500	0	0									FALSE	5	NP	NP	0	-	533		FALSE	7	NP	NP	0	-	745		FALSE	9	NP	NP	0	-	900										FALSE	7	NP	NP	0	-	751		FALSE	10	NP	NP	0	-	1010																		
Burning Heat! (Full Option Mix)	Bits	Bits	4000	5000	8000	26.085	0									FALSE	4	NP	NP	0	-	361		FALSE	5	NP	NP	0	-	494		FALSE	7	NP	NP	0	-	755		TRUE	10	FC	AAA	1739	0	931	2.60850000E+001	FALSE	4	NP	NP	0	-	359		FALSE	5	NP	NP	0	-	496		FALSE	9	NP	NP	0	-	789		TRUE	10	NP	NP	0	-	945		
CLOUDY MUSIC	Bits	Bits	5000	7500		0	0									FALSE	5	NP	NP	0	-	422		FALSE	7	NP	NP	0	-	620																		FALSE	5	NP	NP	0	-	422		FALSE	8	NP	NP	0	-	619																		
D2R	Bits	Bits	5000	6000	4000	0	0									FALSE	5	NP	NP	0	-	494		FALSE	6	NP	NP	0	-	671		FALSE	8	NP	NP	0	-	823										FALSE	5	NP	NP	0	-	525		FALSE	6	NP	NP	0	-	665																		
DESTINY	Bits	Bits	4500	6000	4000	0	0									FALSE	5	NP	NP	0	-	546		FALSE	6	NP	NP	0	-	700		FALSE	8	NP	NP	0	-	925										FALSE	4	NP	NP	0	-	575		FALSE	6	NP	NP	0	-	700																		
entrance	Bits	Bits	5500	8000	9500	0	0									FALSE	5	NP	NP	0	-	480		FALSE	8	NP	NP	0	-	740		FALSE	9	NP	NP	0	-	845										FALSE	6	NP	NP	0	-	648		FALSE	8	NP	NP	0	-	778		FALSE	10	NP	NP	0	-	1150										
Glorious Days	Base	Base	0	0	0	0	0									TRUE	3	NP	NP	0	-	262		TRUE	5	NP	NP	0	-	411		TRUE	6	NP	NP	0	-	463										TRUE	6	NP	NP	0	-	395		TRUE	7	NP	NP	0	-	461																		
Happy Wedding	Base	Base	0	0	0	0	0									TRUE	6	NP	NP	0	-	620		TRUE	7	NP	NP	0	-	872		TRUE	8	NP	NP	0	-	940										TRUE	6	NP	NP	0	-	610		TRUE	8	NP	NP	0	-	899		TRUE	10	NP	NP	0	-	1061										
i feel ...	Bits	Bits	4000	5000	3500	0	0									FALSE	4	NP	NP	0	-	454		FALSE	5	NP	NP	0	-	556		FALSE	7	NP	NP	0	-	626										FALSE	4	NP	NP	0	-	527		FALSE	5	NP	NP	0	-	556																		
Let the Snow Paint Me	Bits	Bits	5000	6500	3500	0	0									FALSE	4	NP	NP	0	-	431		FALSE	6	NP	NP	0	-	537		FALSE	7	NP	NP	0	-	624										FALSE	6	NP	NP	0	-	485		FALSE	7	NP	NP	0	-	559																		
Love Me Do	Bits	Bits	5000	7000	4500	0	0									FALSE	5	NP	NP	0	-	571		FALSE	7	NP	NP	0	-	857		FALSE	9	NP	NP	0	-	1058										FALSE	5	NP	NP	0	-	577		FALSE	7	NP	NP	0	-	899																		
Marmalade Reverie	Bits	Bits	5000	6000	8000	0	0									FALSE	4	NP	NP	0	-	436		FALSE	5	NP	NP	0	-	504		FALSE	7	NP	NP	0	-	638										FALSE	6	NP	NP	0	-	580		FALSE	7	NP	NP	0	-	704		FALSE	9	NP	NP	0	-	921										
MAX 300	Bits	Bits	7000	10000		0	0									FALSE	8	NP	NP	0	-	571		FALSE	10	NP	NP	0	-	982																		FALSE	6	NP	NP	0	-	566		FALSE	10	NP	NP	0	-	982																		
Spica	Base	Base	0	0	0	32.415	0									TRUE	4	NP	NP	0	-	328		TRUE	9	NP	NP	0	-	772		TRUE	11	FC	AAA	2161	5	1167	3.24150000E+001									TRUE	3	NP	NP	0	-	327		TRUE	9	NP	NP	0	-	782		TRUE	12	NP	NP	0	-	1203										
Tomorrow Perfume	Bits	Bits	6000	9500	10000	0	0									FALSE	6	NP	NP	0	-	685		FALSE	9	NP	NP	0	-	1000		FALSE	9	NP	NP	0	-	1085										FALSE	6	NP	NP	0	-	729		FALSE	10	NP	NP	0	-	1212		FALSE	11	NP	NP	0	-	1311										
ZERO-ONE	Bits	Bits	5000	8500	10000	41.46	0									FALSE	5	NP	NP	0	-	556		FALSE	9	NP	NP	0	-	874		FALSE	10	NP	NP	0	-	1132		TRUE	11	FC	AAA	2764	0	1448	4.14600000E+001	FALSE	5	NP	NP	0	-	556		FALSE	8	NP	NP	0	-	874		FALSE	10	NP	NP	0	-	1169		TRUE	11	NP	NP	0	-	1458		
革命	Bits	Bits	6500	11000	11000	0	0									FALSE	6	NP	NP	0	-	392		FALSE	10	NP	NP	0	-	1004		FALSE	10	NP	NP	0	-	1183										FALSE	7	NP	NP	0	-	702		FALSE	12	NP	NP	0	-	1209		FALSE	12	NP	NP	0	-	1401										
airflow	Base	Base	0	0	0	0	0									TRUE	3	NP	NP	0	-	295		TRUE	5	NP	NP	0	-	402		TRUE	7	NP	NP	0	-	721										TRUE	3	NP	NP	0	-	293		TRUE	6	NP	NP	0	-	402		TRUE	7	NP	NP	0	-	721										
ALL RIGHT	Bits	Bits	5500	8000	9500	0	0									FALSE	4	NP	NP	0	-	446		FALSE	8	NP	NP	0	-	658		FALSE	9	NP	NP	0	-	815										FALSE	7	NP	NP	0	-	501		FALSE	8	NP	NP	0	-	720		FALSE	10	NP	NP	0	-	860										
bit mania	Bits	Bits	4500	5500	4000	0	0									FALSE	4	NP	NP	0	-	458		FALSE	5	NP	NP	0	-	643		FALSE	8	NP	NP	0	-	934										FALSE	5	NP	NP	0	-	536		FALSE	6	NP	NP	0	-	643																		
CELEBRATE NITE	Bits	Bits	5000	6500	8000	25.485	0									FALSE	5	NP	NP	0	-	471		FALSE	6	NP	NP	0	-	591		FALSE	8	NP	NP	0	-	714		TRUE	10	FC	AAA	1699	0	875	2.54850000E+001	FALSE	5	NP	NP	0	-	471		FALSE	7	NP	NP	0	-	632		FALSE	8	NP	NP	0	-	731		TRUE	10	NP	NP	0	-	884		
Colors -Y&Co. Eurobeat Remix-	Base	Base	0	0	0	31.695	0									TRUE	5	NP	NP	0	-	585		TRUE	9	NP	NP	0	-	1029		TRUE	10	FC	AAA	2113	0	1100	3.16950000E+001									TRUE	6	NP	NP	0	-	663		TRUE	10	NP	NP	0	-	1068		TRUE	10	NP	NP	0	-	1100										
DANCER	Bits	Bits	4000	5000	7500	0	0									FALSE	4	NP	NP	0	-	444		FALSE	5	NP	NP	0	-	522		FALSE	7	NP	NP	0	-	712										FALSE	4	NP	NP	0	-	547		FALSE	5	NP	NP	0	-	634		FALSE	8	NP	NP	0	-	845										
dissolve	Bits	Bits	5000	8000	4000	0	0									FALSE	5	NP	NP	0	-	491		FALSE	7	NP	NP	0	-	658		FALSE	8	NP	NP	0	-	784										FALSE	5	NP	NP	0	-	574		FALSE	9	NP	NP	0	-	761																		
dual control	Bits	Bits	4500	7500	9000	0	0									FALSE	5	NP	NP	0	-	403		FALSE	7	NP	NP	0	-	763		FALSE	9	NP	NP	0	-	961										FALSE	4	NP	NP	0	-	403		FALSE	8	NP	NP	0	-	756		FALSE	9	NP	NP	0	-	854										
FLUTE MAN	Bits	Bits	4500	7000	8500	0	0									FALSE	4	NP	NP	0	-	299		FALSE	7	NP	NP	0	-	465		FALSE	8	NP	NP	0	-	553										FALSE	5	NP	NP	0	-	376		FALSE	7	NP	NP	0	-	472		FALSE	9	NP	NP	0	-	553										
Giudecca	Bits	Bits	4500	9500	11000	38.505	0									FALSE	4	NP	NP	0	-	470		FALSE	9	NP	NP	0	-	1016		TRUE	11	FC	AAA	2567	1	1381	3.85050000E+001									FALSE	5	NP	NP	0	-	600		FALSE	10	NP	NP	0	-	1129		TRUE	11	NP	NP	0	-	1392										
Hormiga obrera	Bits	Bits	5500	7500	8500	0	0									FALSE	5	NP	NP	0	-	613		FALSE	7	NP	NP	0	-	764		FALSE	8	NP	NP	0	-	913										FALSE	6	NP	NP	0	-	736		FALSE	8	NP	NP	0	-	959		FALSE	9	NP	NP	0	-	1055										
HYPER BOUNDARY GATE	Bits	Bits	6000	8000	9500	0	0									FALSE	6	NP	NP	0	-	646		FALSE	8	NP	NP	0	-	976		FALSE	9	NP	NP	0	-	1115										FALSE	6	NP	NP	0	-	636		FALSE	8	NP	NP	0	-	955		FALSE	10	NP	NP	0	-	1115										
jelly kiss	Bits	Bits	3000	5000	8000	0	0									FALSE	4	NP	NP	0	-	373		FALSE	5	NP	NP	0	-	552		FALSE	8	NP	NP	0	-	656										FALSE	2	NP	NP	0	-	267		FALSE	5	NP	NP	0	-	503		FALSE	8	NP	NP	0	-	682										
LAB	Sub	TRI3	0	0	0	0	0									FALSE	5	NP	NP	0	-	534		FALSE	9	NP	NP	0	-	1029		FALSE	10	NP	NP	0	-	1075										FALSE	5	NP	NP	0	-	547		FALSE	10	NP	NP	0	-	1014		FALSE	11	NP	NP	0	-	1255										
LOVE IS ORANGE	Bits	Bits	4000	5500	8500	30.915	0									FALSE	4	NP	NP	0	-	399		FALSE	6	NP	NP	0	-	519		FALSE	8	NP	NP	0	-	903		TRUE	10	FC	AAA	2061	2	1059	3.09150000E+001	FALSE	4	NP	NP	0	-	456		FALSE	5	NP	NP	0	-	570		FALSE	9	NP	NP	0	-	1034		TRUE	11	NP	NP	0	-	1243		
Luv 2 Feel Your Body	Bits	Bits	5000	7500	9500	0	0									FALSE	4	NP	NP	0	-	437		FALSE	6	NP	NP	0	-	542		FALSE	9	NP	NP	0	-	839										FALSE	6	NP	NP	0	-	552		FALSE	9	NP	NP	0	-	703		FALSE	10	NP	NP	0	-	945										
memories	Bits	Bits	5000	9500	10000	0	0									FALSE	5	NP	NP	0	-	578		FALSE	9	NP	NP	0	-	1056		FALSE	9	NP	NP	0	-	1157										FALSE	5	NP	NP	0	-	578		FALSE	10	NP	NP	0	-	1122		FALSE	11	NP	NP	0	-	1274										
murmur twins	Base	Base	0	0	0	34.335	0									TRUE	5	NP	NP	0	-	567		TRUE	9	NP	NP	0	-	854		TRUE	11	FC	AAA	2289	1	1207	3.43350000E+001									TRUE	5	NP	NP	0	-	589		TRUE	10	NP	NP	0	-	924		TRUE	12	NP	NP	0	-	1188										
MUSIC TO YOUR HEAD	Bits	Bits	6000	7500	9000	0	0									FALSE	4	NP	NP	0	-	415		FALSE	7	NP	NP	0	-	743		FALSE	9	NP	NP	0	-	849										FALSE	8	NP	NP	0	-	628		FALSE	8	NP	NP	0	-	769		FALSE	9	NP	NP	0	-	849										
OUTER LIMITS	Bits	Bits	3500	7000		0	0									FALSE	3	NP	NP	0	-	334		FALSE	6	NP	NP	0	-	670																		FALSE	4	NP	NP	0	-	440		FALSE	8	NP	NP	0	-	572																		
PLEASE DON'T GO	Base	Base	0	0	0	0	0									TRUE	5	NP	NP	0	-	505		TRUE	7	NP	NP	0	-	715		TRUE	12	NP	NP	0	-	1251										TRUE	4	NP	NP	0	-	527		TRUE	9	NP	NP	0	-	798		TRUE	10	NP	NP	0	-	1188										
rainbow flyer	Bits	Bits	4500	9500	11000	30.99	0									FALSE	5	NP	NP	0	-	422		FALSE	9	NP	NP	0	-	859		TRUE	11	FC	AAA	2066	1	1081	3.09900000E+001									FALSE	4	NP	NP	0	-	424		FALSE	10	NP	NP	0	-	931		TRUE	11	NP	NP	0	-	1167										
STAR DREAM	Bits	Bits	6000	7500	4500	0	0									FALSE	5	NP	NP	0	-	396		FALSE	7	NP	NP	0	-	677		FALSE	9	NP	NP	0	-	725										FALSE	7	NP	NP	0	-	592		FALSE	8	NP	NP	0	-	731																		
thunder	Bits	Bits	5500	8500	10000	0	0									FALSE	6	NP	NP	0	-	609		FALSE	8	NP	NP	0	-	817		FALSE	9	NP	NP	0	-	959										FALSE	5	NP	NP	0	-	608		FALSE	9	NP	NP	0	-	944		FALSE	11	NP	NP	0	-	1126										
WAR GAME	Bits	Bits	4000	7500	10000	0	0									FALSE	4	NP	NP	0	-	488		FALSE	8	NP	NP	0	-	789		FALSE	10	NP	NP	0	-	1077										FALSE	4	NP	NP	0	-	496		FALSE	7	NP	NP	0	-	820		FALSE	10	NP	NP	0	-	1044										
World Wide Love	Bits	Bits	3500	5000	2500	0	0									FALSE	3	NP	NP	0	-	353		FALSE	5	NP	NP	0	-	526		FALSE	5	NP	NP	0	-	559										FALSE	4	NP	NP	0	-	454		FALSE	5	NP	NP	0	-	560																		
xenon	Bits	Bits	5000	8500	11000	0	0									FALSE	5	NP	NP	0	-	570		FALSE	9	NP	NP	0	-	867		FALSE	11	NP	NP	0	-	1379										FALSE	5	NP	NP	0	-	563		FALSE	8	NP	NP	0	-	865		FALSE	11	NP	NP	0	-	1379										
合体せよ！ストロングイェーガー！！	Bits	Bits	7000	8500		0	0									FALSE	6	NP	NP	0	-	811		FALSE	7	NP	NP	0	-	879																		FALSE	8	NP	NP	0	-	822		FALSE	10	NP	NP	0	-	879																		
桜	Bits	Bits	7500	10000	12000	0	0									FALSE	7	NP	NP	0	-	541		FALSE	10	NP	NP	0	-	819		FALSE	12	NP	NP	0	-	1123										FALSE	8	NP	NP	0	-	605		FALSE	10	NP	NP	0	-	819		FALSE	12	NP	NP	0	-	1047										
蒼い衝動	Bits	Bits	5000	6500	8500	0	0									FALSE	5	NP	NP	0	-	468		FALSE	7	NP	NP	0	-	694		FALSE	8	NP	NP	0	-	803										FALSE	5	NP	NP	0	-	524		FALSE	6	NP	NP	0	-	685		FALSE	9	NP	NP	0	-	795										
lower world	Bits	Bits	6500	9500	11000	0	0									FALSE	6	NP	NP	0	-	706		FALSE	9	NP	NP	0	-	979		FALSE	10	NP	NP	0	-	1144										FALSE	7	NP	NP	0	-	705		FALSE	10	NP	NP	0	-	981		FALSE	12	NP	NP	0	-	1254										
Silvia Drive	Bits	Bits	5500	9000	10000	0	0									FALSE	4	NP	NP	0	-	429		FALSE	8	NP	NP	0	-	790		FALSE	9	NP	NP	0	-	1049										FALSE	7	NP	NP	0	-	687		FALSE	10	NP	NP	0	-	946		FALSE	11	NP	NP	0	-	1364										
lights	Bits	Bits	5000	7500	9000	0	0									FALSE	3	NP	NP	0	-	357		FALSE	6	NP	NP	0	-	753		FALSE	8	NP	NP	0	-	910										FALSE	7	NP	NP	0	-	635		FALSE	9	NP	NP	0	-	927		FALSE	10	NP	NP	0	-	995										
fun	Bits	Bits	4000	7000	10000	0	0									FALSE	4	NP	NP	0	-	311		FALSE	7	NP	NP	0	-	586		FALSE	10	NP	NP	0	-	950										FALSE	4	NP	NP	0	-	295		FALSE	7	NP	NP	0	-	574		FALSE	10	NP	NP	0	-	950										
Be Rock U (1998 burst style)	Bits	Bits	4000	7000	4500	0	0									FALSE	4	NP	NP	0	-	442		FALSE	7	NP	NP	0	-	691		FALSE	9	NP	NP	0	-	936										FALSE	4	NP	NP	0	-	442		FALSE	7	NP	NP	0	-	691																		
Prelude	Bits	Bits	4500	6000	5000	0	0									FALSE	5	NP	NP	0	-	442		FALSE	6	NP	NP	0	-	707		FALSE	10	NP	NP	0	-	1034										FALSE	4	NP	NP	0	-	441		FALSE	6	NP	NP	0	-	707																		
BREEDING	Bits	Bits	4500	6000	6500	0	0									FALSE	4	NP	NP	0	-	439		FALSE	6	NP	NP	0	-	732		FALSE	7	NP	NP	0	-	778										FALSE	5	NP	NP	0	-	584		FALSE	6	NP	NP	0	-	714		FALSE	6	NP	NP	0	-	732										
ADVANCE	Bits	Bits	4500	6000	7000	0	0									FALSE	4	NP	NP	0	-	241		FALSE	6	NP	NP	0	-	444		FALSE	7	NP	NP	0	-	673										FALSE	5	NP	NP	0	-	370		FALSE	6	NP	NP	0	-	579		FALSE	7	NP	NP	0	-	620										
Cradle	Base	Base	0	0	0	0	0									TRUE	5	NP	NP	0	-	466		TRUE	8	NP	NP	0	-	751		TRUE	10	NP	NP	0	-	803										TRUE	6	NP	NP	0	-	617		TRUE	10	NP	NP	0	-	784																		
Make A Difference	Bits	Bits	5000	9000	10000	0	0									FALSE	5	NP	NP	0	-	445		FALSE	9	NP	NP	0	-	846		FALSE	10	NP	NP	0	-	1155										FALSE	5	NP	NP	0	-	441		FALSE	9	NP	NP	0	-	866		FALSE	10	NP	NP	0	-	1202										
moon_child	Base	Base	0	0	0	36.57	0									TRUE	5	NP	NP	0	-	533		TRUE	10	NP	NP	0	-	1026		TRUE	12	FC	AAA	2438	1	1300	3.65700000E+001									TRUE	4	NP	NP	0	-	510		TRUE	11	NP	NP	0	-	1049		TRUE	12	NP	NP	0	-	1661										
The end of my spiritually	Bits	Bits	4500	6000	7500	0	0									FALSE	4	NP	NP	0	-	470		FALSE	6	NP	NP	0	-	600		FALSE	7	NP	NP	0	-	656										FALSE	5	NP	NP	0	-	555		FALSE	6	NP	NP	0	-	642		FALSE	8	NP	NP	0	-	809										
昭和企業戦士荒山課長	Bits	Bits	3500	6000	3500	0	0									FALSE	3	NP	NP	0	-	399		FALSE	6	NP	NP	0	-	752		FALSE	7	NP	NP	0	-	818										FALSE	4	NP	NP	0	-	399		FALSE	6	NP	NP	0	-	767																		
ライオン好き	Bits	Bits	3500	5500	3500	0	0									FALSE	4	NP	NP	0	-	329		FALSE	5	NP	NP	0	-	600		FALSE	7	NP	NP	0	-	755										FALSE	3	NP	NP	0	-	329		FALSE	6	NP	NP	0	-	614																		
The Biggest Roaster	Bits	Bits	4000	6000	3500	0	0									FALSE	4	NP	NP	0	-	314		FALSE	6	NP	NP	0	-	529		FALSE	7	NP	NP	0	-	583										FALSE	4	NP	NP	0	-	314		FALSE	6	NP	NP	0	-	529																		
ACT	Bits	Bits	6000	9000	9500	0	0									FALSE	6	NP	NP	0	-	532		FALSE	9	NP	NP	0	-	864		FALSE	9	NP	NP	0	-	935										FALSE	6	NP	NP	0	-	637		FALSE	9	NP	NP	0	-	890		FALSE	10	NP	NP	0	-	1005										
SNOW	Bits	Bits	5000	7500	10000	0	0									FALSE	5	NP	NP	0	-	534		FALSE	7	NP	NP	0	-	704		FALSE	10	NP	NP	0	-	1038										FALSE	5	NP	NP	0	-	598		FALSE	8	NP	NP	0	-	762		FALSE	10	NP	NP	0	-	1037										
POWER DREAM	Bits	Bits	4500	8000	9000	0	0									FALSE	4	NP	NP	0	-	393		FALSE	8	NP	NP	0	-	818		FALSE	10	NP	NP	0	-	939										FALSE	5	NP	NP	0	-	581		FALSE	8	NP	NP	0	-	818		FALSE	8	NP	NP	0	-	879										
SWEETEST SAVAGE	Bits	Bits	5000	7000	11000	0	0									FALSE	4	NP	NP	0	-	335		FALSE	7	NP	NP	0	-	704		FALSE	11	NP	NP	0	-	930										FALSE	6	NP	NP	0	-	551		FALSE	7	NP	NP	0	-	702		FALSE	11	NP	NP	0	-	965										
rottel-the-Mercury	Base	Base	0	0	0	32.1755	0									TRUE	6	NP	NP	0	-	503		TRUE	9	NP	NP	0	-	963		TRUE	10	EX	AAA	2219	3	1137	3.21755000E+001									TRUE	6	NP	NP	0	-	634		TRUE	9	NP	NP	0	-	924		TRUE	11	NP	NP	0	-	1132										
one or eight	Bits	Bits	7000	9000	11000	30.6095	0									FALSE	7	NP	NP	0	-	695		FALSE	10	NP	NP	0	-	985		TRUE	12	EX	AAA	2111	18	1177	3.06095000E+001									FALSE	7	NP	NP	0	-	632		FALSE	8	NP	NP	0	-	790		TRUE	10	NP	NP	0	-	1110		TRUE	12	NP	NP	0	-	1426		
LOVE♥SHINE	Bits	Bits	4500	8000	9500	0	0	TRUE	3	NP	NP	0	-	270		FALSE	5	NP	NP	0	-	433		FALSE	9	NP	NP	0	-	921		FALSE	10	NP	NP	0	-	1046										FALSE	4	NP	NP	0	-	427		FALSE	7	NP	NP	0	-	673		FALSE	9	NP	NP	0	-	960										
PARANOIA survivor MAX	Bits	Bits	5000	7500	4500	0	0									FALSE	5	NP	NP	0	-	448		FALSE	8	NP	NP	0	-	662		FALSE	9	NP	NP	0	-	754										FALSE	5	NP	NP	0	-	448		FALSE	7	NP	NP	0	-	661																		
HYPER EUROBEAT (2DX style)	Bits	Bits	5500	8000	5000	0	0									FALSE	5	NP	NP	0	-	557		FALSE	8	NP	NP	0	-	843		FALSE	10	NP	NP	0	-	990										FALSE	6	NP	NP	0	-	604		FALSE	8	NP	NP	0	-	832																		
Sweet Sweet ♥ Magic	Bits	Bits	5000	8500	10500	0	0									FALSE	5	NP	NP	0	-	509		FALSE	8	NP	NP	0	-	784		FALSE	10	NP	NP	0	-	1032										FALSE	5	NP	NP	0	-	519		FALSE	9	NP	NP	0	-	786		FALSE	11	NP	NP	0	-	1055										
bag	Bits	Bits	5500	7500	10000	0	0									FALSE	5	NP	NP	0	-	468		FALSE	6	NP	NP	0	-	621		FALSE	10	NP	NP	0	-	963										FALSE	6	NP	NP	0	-	636		FALSE	9	NP	NP	0	-	912		FALSE	10	NP	NP	0	-	1023										
e-motion 2003 -romantic extra-	Bits	Bits	7000	9000	5000	0	0									FALSE	6	NP	NP	0	-	671		FALSE	8	NP	NP	0	-	824		FALSE	10	NP	NP	0	-	1001										FALSE	8	NP	NP	0	-	715		FALSE	10	NP	NP	0	-	978																		
Abyss -The Heavens Remix-	Base	Base	0	0	0	47.175	0	TRUE	3	NP	NP	0	-	288		TRUE	7	NP	NP	0	-	766		TRUE	10	NP	NP	0	-	938		TRUE	10	FC	AAA	2306	0	1188		TRUE	11	FC	AAA	3145	0	1637	4.71750000E+001	TRUE	6	NP	NP	0	-	803		TRUE	9	NP	NP	0	-	1036		TRUE	10	NP	NP	0	-	1102		TRUE	11	NP	NP	0	-	1557		
Distress	Bits	Bits	8000	10500		0	0									FALSE	7	NP	NP	0	-	691		FALSE	10	NP	NP	0	-	937																		FALSE	9	NP	NP	0	-	993		FALSE	11	NP	NP	0	-	1254																		
Let The Snow Paint Me -Y&Co. Remix-	Bits	Bits	5000	7000	9500	0	0									FALSE	5	NP	NP	0	-	423		FALSE	6	NP	NP	0	-	644		FALSE	10	NP	NP	0	-	910										FALSE	5	NP	NP	0	-	420		FALSE	8	NP	NP	0	-	662		FALSE	9	NP	NP	0	-	989										
RISLIM -Remix-	Bits	Bits	5000	7500	11500	0	0									FALSE	4	NP	NP	0	-	405		FALSE	6	NP	NP	0	-	508		FALSE	11	NP	NP	0	-	959										FALSE	6	NP	NP	0	-	521		FALSE	9	NP	NP	0	-	817		FALSE	12	NP	NP	0	-	1151										
BRIGHTNESS DARKNESS	Bits	Bits	3500	8000	9500	0	0									FALSE	4	NP	NP	0	-	363		FALSE	8	NP	NP	0	-	750		FALSE	9	NP	NP	0	-	889										FALSE	3	NP	NP	0	-	381		FALSE	8	NP	NP	0	-	825		FALSE	10	NP	NP	0	-	984										
Quickening	Bits	Bits	5000	8000	10000	0	0									FALSE	5	NP	NP	0	-	478		FALSE	9	NP	NP	0	-	875		FALSE	10	NP	NP	0	-	1062										FALSE	5	NP	NP	0	-	440		FALSE	7	NP	NP	0	-	620		FALSE	10	NP	NP	0	-	1044										
pandora	Bits	Bits	6000	8500	10000	0	0									FALSE	5	NP	NP	0	-	455		FALSE	8	NP	NP	0	-	852		FALSE	9	NP	NP	0	-	931										FALSE	7	NP	NP	0	-	509		FALSE	9	NP	NP	0	-	805		FALSE	11	NP	NP	0	-	1040										
BABY LOVE	Bits	Bits	6000	7000	10500	0	0									FALSE	6	NP	NP	0	-	598		FALSE	7	NP	NP	0	-	865		FALSE	10	NP	NP	0	-	1089										FALSE	6	NP	NP	0	-	596		FALSE	7	NP	NP	0	-	779		FALSE	11	NP	NP	0	-	1159										
No.13	Bits	Bits	7000	10000	11500	45.705	0									FALSE	8	NP	NP	0	-	855		FALSE	10	NP	NP	0	-	1376		TRUE	11	FC	AAA	3047	1	1607	4.57050000E+001									FALSE	6	NP	NP	0	-	778		FALSE	10	NP	NP	0	-	1185		TRUE	12	NP	NP	0	-	1639										
desolation	Bits	Bits	2500	4000	2500	0	0									FALSE	2	NP	NP	0	-	245		FALSE	4	NP	NP	0	-	331		FALSE	5	NP	NP	0	-	386										FALSE	3	NP	NP	0	-	245		FALSE	4	NP	NP	0	-	386																		
EXE	Bits	Bits	4000	8000	5000	0	0									FALSE	4	NP	NP	0	-	448		FALSE	8	NP	NP	0	-	829		FALSE	10	NP	NP	0	-	1131										FALSE	4	NP	NP	0	-	450		FALSE	8	NP	NP	0	-	854																		
SHOOTING STAR	Bits	Bits	6500	8500	10000	0	0									FALSE	7	NP	NP	0	-	651		FALSE	8	NP	NP	0	-	855		FALSE	9	NP	NP	0	-	1146										FALSE	6	NP	NP	0	-	624		FALSE	9	NP	NP	0	-	858		FALSE	11	NP	NP	0	-	1178										
Ready To Rockit Blues	Bits	Bits	4000	6000	9000	0	0									FALSE	3	NP	NP	0	-	298		FALSE	6	NP	NP	0	-	533		FALSE	9	NP	NP	0	-	719										FALSE	5	NP	NP	0	-	548		FALSE	6	NP	NP	0	-	665		FALSE	9	NP	NP	0	-	808										
Boundary	Bits	Bits	4500	9000	9000	0	0									FALSE	4	NP	NP	0	-	440		FALSE	9	NP	NP	0	-	930		FALSE	9	NP	NP	0	-	1031										FALSE	5	NP	NP	0	-	521		FALSE	9	NP	NP	0	-	967		FALSE	9	NP	NP	0	-	967										
LIMITED	Bits	Bits	3000	8000	8500	0	0									FALSE	3	NP	NP	0	-	333		FALSE	9	NP	NP	0	-	677		FALSE	9	NP	NP	0	-	753										FALSE	3	NP	NP	0	-	401		FALSE	7	NP	NP	0	-	717		FALSE	8	NP	NP	0	-	880										
Lucy	Bits	Bits	4000	9500	5500	33.705	0									FALSE	4	NP	NP	0	-	485		FALSE	9	NP	NP	0	-	903		TRUE	11	FC	AAA	2247	0	1167	3.37050000E+001									FALSE	4	NP	NP	0	-	484		FALSE	10	NP	NP	0	-	908																		
システムロマンス	Bits	Bits	4000	7000	4000	0	0									FALSE	4	NP	NP	0	-	458		FALSE	7	NP	NP	0	-	901		FALSE	8	NP	NP	0	-	1023										FALSE	4	NP	NP	0	-	457		FALSE	7	NP	NP	0	-	886																		
