title,type,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,notes,radar_top
飴玉,A,79.68,74.28,35.71,0,0,52.57,699,NOTES
飴玉,H,52.43,48.57,30.73,0,0,19.05,460,NOTES
二人ノ廃城幽踊宴,A,153.16,131.57,51.56,151.41,0,126.82,1927,NOTES
二人ノ廃城幽踊宴,H,96.69,81.43,45.77,122.81,0,73.88,1216,SOFLAN
翼,A,74.32,64.28,12.05,0,0,71.69,988,NOTES
翼,H,57.54,54.28,11.5,0,0,37.85,765,NOTES
翼,L,95.8,82.85,18.86,0,0,107.58,1258,CHORD
刃図羅,A,130.75,126.31,43.65,0,0,126.21,1746,NOTES
刃図羅,H,81.04,84.29,32.73,0,0,53.44,1082,PEAK
忍恋花,A,106.13,101.31,32.53,0,0,90.98,1141,NOTES
忍恋花,H,80.64,72.85,25.74,0,0,42.37,867,NOTES
廿,A,94.91,97.15,100.77,39.95,0,80.88,1215,SCRATCH
廿,H,69.52,62.86,93.92,24.88,0,43.49,890,SCRATCH
廿,L,135.22,138.15,137.28,49.48,0,135.12,1731,PEAK
子供の落書き帳,A,143.1,146.05,52.31,0,0,113.51,1395,PEAK
子供の落書き帳,H,104.44,91.43,26.89,0,0,82.66,1018,NOTES
紫陽花 -AZISAI-,A,114.35,115.78,70.45,0,47.65,109.48,1490,PEAK
紫陽花 -AZISAI-,H,83.96,80,43.61,0,9.53,53.36,1094,NOTES
紫陽花 -AZISAI-,L,139.29,134.21,123.53,0,128.81,129.35,1815,NOTES
灼熱 Lost Summer Dayz,A,113.31,115.78,170.21,0,33.43,114.57,1453,SCRATCH
灼熱 Lost Summer Dayz,H,76.34,65.71,156.9,0,10,50.22,979,SCRATCH
灼熱 Pt.2 Long Train Running,A,143.89,125,200,0,9.21,145.33,1804,SCRATCH
灼熱 Pt.2 Long Train Running,H,87.18,78.57,182.84,0,2.34,72.78,1093,SCRATCH
灼熱Beach Side Bunny,A,135.14,119.73,198.85,0,0,138.2,1719,SCRATCH
灼熱Beach Side Bunny,H,80.59,80,172.01,0,0,74.96,1025,SCRATCH
"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",A,125.87,117.1,175.14,0,0,117.33,1647,SCRATCH
"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",H,76.49,67.14,123.51,0,0,49.68,1001,SCRATCH
電光,A,123.7,121.05,113.44,0,116.44,112.65,1560,NOTES
電腦都市,A,150.77,127.63,100.29,0,0,146.18,1738,NOTES
電人、暁に斃れる。,A,135.18,123.68,43.96,0,0,111.93,1725,NOTES
電人、暁に斃れる。,H,98.35,88.58,43.39,0,0,37.7,1255,NOTES
電子になりたい,H,67.21,58.56,21.49,0,0,43.4,729,NOTES
終焔のClaudia,A,122.9,121.05,42.67,94.93,0,116.48,1406,NOTES
朝焼けから始まるボクらの小さな旅,A,107.93,140.78,37.56,69.07,1.4,103.98,1298,PEAK
朝焼けから始まるボクらの小さな旅,H,73.34,85.71,22.41,49.57,1.4,42.15,882,PEAK
罪過の聖堂,A,85.53,98.56,30,200,9.36,101.16,1080,SOFLAN
罪過の聖堂,H,56.05,65.69,16.72,197.85,8.41,42.44,708,SOFLAN
罪と罰,A,86.54,105.27,22.43,0,0,69.5,1096,PEAK
罪と罰,H,56.14,52.85,20.13,0,0,17.51,711,NOTES
走馬灯 -The Last Song-,A,50.11,58.57,19.53,111.74,0,76.47,673,SOFLAN
走馬灯 -The Last Song-,H,34.55,34.29,2.16,89.54,0,33.02,464,SOFLAN
中華急行,A,114.02,92.86,34.16,0,0,96.61,1167,NOTES
中華急行,H,75.22,67.14,31.31,0,0,51.71,770,NOTES
即席!脳直★ミュージックシステム,A,148.18,118.42,92.81,0,0,131.49,1838,NOTES
即席!脳直★ミュージックシステム,H,83.21,72.85,84.58,0,0,58.77,1032,SCRATCH
進捗ダメダメです,A,111.91,88.57,31.19,0,0,114.12,1124,CHORD
進捗ダメダメです,H,80.74,64.28,26.11,0,0,72.58,811,NOTES
津軽雪,A,147.78,150,36.93,0,25,140.56,1953,PEAK
津軽雪,H,86.03,80.01,24.8,0,9.06,48.58,1137,NOTES
疾風迅雷,A,126.36,113.15,24.04,0,0,98.08,1493,NOTES
疾風迅雷,H,91.24,87.14,19.11,0,0,25.46,1078,NOTES
疾風迅雷,L,154.29,182.14,135.19,0,42.07,133.11,1824,PEAK
次葉 -turn the page-,A,90.5,74.28,30.89,0,15.15,76.11,1003,NOTES
次葉 -turn the page-,H,64.59,54.28,21.69,0,3.27,38.45,716,NOTES
唱,A,85.12,68.57,44.5,0,0,72.06,892,NOTES
唱,H,49.05,41.42,21.55,0,0,27.87,514,NOTES
創世ノート,A,121.1,109.21,51.35,0,0,112.71,1512,NOTES
創世ノート,H,79.13,72.86,23.92,0,0,48.41,988,NOTES
蒼い衝動,A,72.06,75.71,37.26,0,0,56.25,803,PEAK
蒼い衝動,H,62.28,58.58,36.61,0,0,38.31,694,NOTES
天空脳番長危機十六連打,A,111.07,105.26,45.26,0,0,67.62,1323,NOTES
天空の夜明け,A,156.61,148.68,15.98,0,0,147.91,2072,NOTES
天空の夜明け,H,85.1,91.42,19.29,0,0,46.49,1125,PEAK
千年ノ理,A,124.07,123.68,15.74,0,0,135.56,1608,CHORD
千年ノ理,H,77.78,78.58,12.92,0,0,57.51,1008,PEAK
千年ノ理,L,168.08,178.57,21.36,0,133.37,198.04,2183,CHORD
天邪鬼,A,139.21,128.94,56.91,0,7.65,131.79,1693,NOTES
天邪鬼,H,71.53,67.14,19.77,0,1.4,36.73,870,NOTES
天使のカンタータ -Cantata of Angels-,A,167.09,169.64,32.64,0,125.22,136.83,2205,PEAK
超!!遠距離らぶ♡メ~ル,A,102.56,90,34.82,0,0,99.66,1352,NOTES
超!!遠距離らぶ♡メ~ル,H,59.93,50,23.21,0,0,36.41,790,NOTES
草原の王女-軌跡を辿って-,A,103.79,88.57,25.8,0,0,112.56,1172,CHORD
草原の王女-軌跡を辿って-,H,55.7,48.57,13.54,0,0,19.95,629,NOTES
超青少年ノ為ノ超多幸ナ超古典的超舞曲,A,107.77,113.15,5.81,0,0,86.37,1350,PEAK
超青少年ノ為ノ超多幸ナ超古典的超舞曲,H,82.07,60.01,2.32,0,0,19.22,1028,NOTES
超青少年ノ為ノ超多幸ナ超古典的超舞曲,L,168.1,155.35,11.05,0,0,166.01,2110,NOTES
最小三倍完全数,A,118.08,117.1,68.74,0,1.56,111.69,1314,NOTES
最小三倍完全数,H,82.77,78.58,30.12,0,1.56,60.32,921,NOTES
最強頂戴girl♡,A,96.88,88.57,77.22,0,106.75,101.6,1106,CHARGE
最強頂戴girl♡,H,65.34,58.57,64.45,0,49.06,46.87,746,NOTES
追想快晴テーマパーク,A,127.93,107.89,34.02,0,0,122.96,1589,NOTES
追想快晴テーマパーク,H,86.71,77.15,27.57,0,0,69.23,1077,NOTES
取り残された美術(Arranged:HiZuMi),A,102.27,87.14,47.62,0,0,104.99,1111,CHORD
取り残された美術(Arranged:HiZuMi),H,81.18,64.27,44.93,0,0,59.23,882,NOTES
打打打打打打打打打打,A,124.39,122.36,34.44,0,11.56,123.82,1342,NOTES
打打打打打打打打打打,H,64.97,61.42,11.48,0,0.46,28.29,701,NOTES
嘆きの樹,A,155.5,167.85,48.18,0,0,160.21,2000,PEAK
嘆きの樹,H,99.67,101.31,32.31,0,0,77.63,1281,PEAK
泰東ノ翠霞,A,69.28,105.26,46.94,0,0,53.55,914,PEAK
泰東ノ翠霞,H,29.1,38.57,13.8,0,0,10.42,384,PEAK
太陽~T・A・I・Y・O~,A,77.38,80,46.13,0,0,69.69,880,PEAK
太陽~T・A・I・Y・O~,H,63.76,65.72,37.81,0,0,37.61,725,PEAK
閉塞的フレーション,H,63.77,54.28,21.4,0,0,31.81,825,NOTES
爆ゼニ☆がってんワーカー,A,110.8,105.26,34.82,0,0,109.64,1391,NOTES
爆ゼニ☆がってんワーカー,H,79.1,75.71,30.17,0,0,43.02,993,NOTES
爆ぜりゃんせ,A,121.44,102.63,83.76,0,12.96,110.73,1521,NOTES
爆ぜりゃんせ,H,78,77.14,66.31,0,1.56,61.93,977,NOTES
抱きしめてモナムール,A,154.4,127.63,58.14,0,32.64,150.36,2110,NOTES
抱きしめてモナムール,H,87.06,85.71,35.2,0,9.22,52.92,1189,NOTES
表裏一体!?怪盗いいんちょの悩み♥,A,142.24,113.15,65.09,0,0,141.04,1815,NOTES
表裏一体!?怪盗いいんちょの悩み♥,H,88.32,71.42,66.81,0,0,62.83,1127,NOTES
表裏一体!?怪盗いいんちょの悩み♥,L,182.29,135.52,169.18,0,0,198.84,2334,CHORD
夏色DIARY - L.E.D.-G STYLE MIX -,A,135.61,126.31,59.03,0,45.23,112.54,1590,NOTES
夏色DIARY - L.E.D.-G STYLE MIX -,H,87.94,80,50.95,0,40.72,34.82,1031,NOTES
夏色のセレナーデ,A,104.72,87.14,31.79,0,89.24,103.02,1128,NOTES
夏色のセレナーデ,H,63.4,57.14,13.52,0,38.9,32.33,683,NOTES
夏風邪デスコ,A,112.81,97.14,52.79,0,0,108.36,1339,NOTES
夏風邪デスコ,H,75.15,61.42,44.81,0,0,53.58,892,NOTES
下弦の月,A,80.24,81.42,27.47,0,0,88.81,1000,CHORD
下弦の月,H,60.58,70,13.44,0,0,51.44,755,PEAK
夏の匂い。キミの残像。 ft. Kanae Asaba,A,97.37,91.42,28.24,0,0,108.04,1281,CHORD
夏の匂い。キミの残像。 ft. Kanae Asaba,H,59.07,58.57,16.61,0,0,45.6,777,NOTES
海神,A,124.47,114.47,72.37,0,151.58,124.72,1629,CHARGE
海神,H,82.83,77.15,31.74,0,78.1,57.72,1084,NOTES
海神,L,139.83,130.26,34.51,0,183.55,139.15,1830,CHARGE
響花水月,A,118.84,114.47,37.26,0,0,104.01,1487,NOTES
響花水月,H,77.84,65.71,21.54,0,0,37.36,974,NOTES
革命,A,107.25,84.28,29.72,104.83,0,47.66,1183,NOTES
革命,H,91.03,67.14,29.73,104.4,0,10.43,1004,SOFLAN
焱影,A,120.96,98.57,165.38,0,0,108.59,1437,SCRATCH
焱影,H,60.85,52.84,107.49,0,0,21.29,723,SCRATCH
好吃来世deエレクトリック,A,88.05,75.71,22.76,0,0,70.97,958,NOTES
好吃来世deエレクトリック,H,64.33,54.28,20.08,0,0,40.14,700,NOTES
惑星☆ロリポップ,A,129.35,114.47,67.46,0,0,116.72,1425,NOTES
惑星☆ロリポップ,H,73.16,75.71,46.95,0,0,45.4,806,PEAK
惑星鉄道,A,126.2,162.5,43.91,182.75,81.57,95.77,1633,SOFLAN
惑星鉄道,H,86.48,100,27.02,162.64,63.82,41.53,1119,SOFLAN
昏き甲鉄のヴェルガ,A,91.94,84.29,29.59,0,0,106.35,1177,CHORD
昏き甲鉄のヴェルガ,H,63.5,55.72,15.36,0,0,42.91,813,NOTES
紅蓮華,A,79.72,70.01,30.27,0,0,63.83,748,NOTES
紅蓮華,H,52.64,51.42,20.18,0,0,28.61,494,NOTES
紅牡丹,A,133.55,123.68,92.25,0,0,126.33,1445,NOTES
紅牡丹,H,85.86,72.85,35.02,0,0,53.38,929,NOTES
虹色,A,87.21,74.28,13.6,0,0,73.21,934,NOTES
虹色,H,73.95,64.28,14.28,0,0,42.61,792,NOTES
花冠 feat.Aikapin,A,106.67,110.52,161.62,57.3,0,104.88,1365,SCRATCH
花冠 feat.Aikapin,H,67.91,74.28,44.41,43.66,0,42.89,869,PEAK
禍根,A,111.94,109.21,20.14,0,0,79.15,1336,NOTES
禍根,H,58.99,58.57,10.98,0,0,16.35,704,NOTES
華爛漫 -Flowers-,A,94.74,84.29,35.54,0,0,91.35,1029,NOTES
華爛漫 -Flowers-,H,74.01,68.58,34.87,0,0,49.96,804,NOTES
華爛漫 -Flowers-,L,147.01,132.89,35.54,0,0,145.2,1597,NOTES
華麗なる大犬円舞曲,A,141.81,140.78,59.23,135.74,0,132.32,1849,NOTES
華麗なる大犬円舞曲,H,84.73,84.29,31.85,98.45,0,38.57,1105,SOFLAN
華蝶風雪,A,118.39,95.71,25.87,0,0,115.69,1500,NOTES
華蝶風雪,H,83.97,84.28,24.72,0,0,62.66,1064,PEAK
華蝶風雪,L,158.78,118.42,29.9,0,0,179.94,2014,CHORD
花吹雪 ~ IIDX LIMITED ~,A,73.58,74.28,59.65,0,0,58.35,719,PEAK
花吹雪 ~ IIDX LIMITED ~,H,58.64,57.14,15.65,0,0,33.25,573,NOTES
幻想系世界修復少女,A,99.54,84.28,45.23,0,0,80.15,1010,NOTES
幻想系世界修復少女,H,58.34,47.14,29.43,0,0,14.83,592,NOTES
乱膳の舞姫,A,115.61,110.52,31.69,0,138.29,91.76,1382,CHARGE
乱膳の舞姫,H,77.54,74.28,23.16,0,14.06,29.4,927,NOTES
寝起きヤシの木,A,118.61,95.71,100.61,0,0,125.85,1411,CHORD
寝起きヤシの木,H,77.42,71.42,105.61,0,0,67.67,921,SCRATCH
弾幕信仰,A,103.43,82.85,29.76,0,12.03,98.55,1266,NOTES
弾幕信仰,H,68.79,64.28,20.23,0,2.8,27.06,842,NOTES
恋愛=精度×認識力,A,138.03,122.36,66.43,182.05,67.5,149.1,1756,SOFLAN
恋愛=精度×認識力,H,95.91,95.71,49.25,171.46,28.43,102.75,1220,SOFLAN
恋する☆宇宙戦争っ!!,A,142.1,125,59.8,0,0,109.71,1835,NOTES
恋する☆宇宙戦争っ!!,H,68.37,62.85,32.16,0,0,47.24,883,NOTES
恋する☆宇宙戦争っ!!,L,181.74,146.05,76.16,0,48.84,163.16,2355,NOTES
恋は白帯、サンシロー,A,82,77.14,33.35,0,0,79.75,1021,NOTES
恋は白帯、サンシロー,H,53.33,54.28,26.91,0,0,28.67,664,PEAK
恋は白帯、サンシロー,L,112.04,91.42,42.72,0,7.18,127.55,1395,CHORD
恋はどう?モロ◎波動OK☆方程式!!,A,106.89,110.53,51.21,0,0,110.43,1247,PEAK
恋はどう?モロ◎波動OK☆方程式!!,H,69.01,67.15,46.21,0,0,35.93,805,NOTES
断罪の一花,A,104.19,121.05,34.55,0,33.59,110.97,1296,PEAK
断罪の一花,H,63.11,59.99,28.7,0,14.68,41.35,785,NOTES
栄冠のカンパネラ,A,165.78,185.71,24.2,0,196.98,152.75,2000,CHARGE
栄冠のカンパネラ,H,91.44,82.85,35.7,0,170.23,78.58,1101,CHARGE
桜,A,109.24,118.42,58.82,151.6,0,109.62,1123,SOFLAN
桜,H,79.67,82.85,56.71,147.04,0,54.79,819,SOFLAN
楽園追放,A,106.1,85.72,32.73,0,0,86.24,1228,NOTES
楽園追放,H,68.78,60,27.07,0,0,45.72,796,NOTES
残像ニ繋ガレタ追憶ノHIDEAWAY,A,140.87,110.52,44.17,0,0,140.9,1789,CHORD
涙のテ・エストラーニョ・ムーチョ,A,113.15,95.71,41.16,0,105.45,103.11,1422,NOTES
涙のテ・エストラーニョ・ムーチョ,H,83.15,75.71,38.83,0,71.87,50,1045,NOTES
焔極OVERKILL,A,151.34,147.36,122.88,0,0,136.41,1901,NOTES
焔極OVERKILL,H,89.03,88.58,76.58,0,0,57.2,1118,NOTES
真 地獄超特急 -HELL or HELL-,A,132.27,128.94,159.94,0,164.25,134.62,1727,CHARGE
真 地獄超特急 -HELL or HELL-,H,86.01,81.43,61.39,0,118.85,70.4,1123,CHARGE
真夜中のバべル,A,74.86,72.86,34.82,0,53.13,39.62,877,NOTES
真夜中のバべル,H,51.81,48.57,13.05,0,24.53,8.6,607,NOTES
真夏の花・真夏の夢,A,62.16,71.43,13.9,0,110.36,43.25,749,CHARGE
真夏の花・真夏の夢,H,50.04,52.86,25.99,0,0,23.83,603,PEAK
覚悟せよ!エンタンメ~ン ~より身の切り売り自暴自棄版~,A,113.71,94.28,38.37,105.24,106.82,103.85,1468,NOTES
覚悟せよ!エンタンメ~ン ~より身の切り売り自暴自棄版~,H,75.75,61.42,28.21,60.49,45.46,51.15,978,NOTES
酔いどれ知らず,A,85.39,75.71,16.69,0,0,100.4,1118,CHORD
酔いどれ知らず,H,49.8,42.85,10.57,0,0,22.5,652,NOTES
鉄甲乙女-under the steel-,A,88.32,82.86,19.34,0,0,100.87,1098,CHORD
鉄甲乙女-under the steel-,H,66.44,62.85,13.47,0,0,61.5,826,NOTES
閠槞彁の願い,A,127.53,158.92,52.41,0,143.6,119.4,1613,PEAK
閠槞彁の願い,H,87.68,87.14,45.51,0,20.4,44.33,1109,NOTES
雫,A,107.63,106.57,24.2,69.84,0,105.12,1361,NOTES
雫,H,82.16,71.42,23.04,57.36,0,68.14,1039,NOTES
青の洞窟,A,119.14,134.21,28.75,0,0,97.58,1600,PEAK
青の洞窟,H,76.93,67.14,20.07,0,0,30.41,1033,NOTES
駅猫のワルツ,A,137.52,128.94,84.89,0,0,96.65,1558,NOTES
駅猫のワルツ,H,103.63,103.94,66.87,0,0,41.85,1174,PEAK
黒紅掬い,A,74.83,71.43,33.33,0,0,79.69,916,CHORD
黒紅掬い,H,50.08,45.71,10.71,0,0,36.78,613,NOTES
黒髪乱れし修羅となりて,A,140.68,119.73,40.53,0,0,130.07,1745,NOTES
黒髪乱れし修羅となりて,H,86.82,71.41,22.32,0,0,31.86,1077,NOTES
A,A,98.58,106.57,25.08,68.7,0,104.78,1260,PEAK
A,H,86.93,82.85,21.09,56.27,0,79.98,1111,NOTES
A Certified Rave Moment,A,110.03,100,149.58,0,3.75,107.43,1404,SCRATCH
A Certified Rave Moment,H,70.53,65.71,102.62,0,2.34,53.5,900,SCRATCH
A MINSTREL ~ ver. short-scape ~,A,94.49,81.42,13.91,0,29.21,109.25,1187,CHORD
A MINSTREL ~ ver. short-scape ~,H,58.27,45.7,8.11,0,13.43,43,732,NOTES
A MINSTREL ~ ver. short-scape ~,L,155.44,140.78,22.61,0,48.39,200,1954,CHORD
AA,A,151.77,142.1,13.87,0,0,127.53,1834,NOTES
AA,H,114.72,97.15,13.25,0,0,73.75,1386,NOTES
AA -rebuild-,A,148.69,142.1,14.28,0,0,129.65,1820,NOTES
AA -rebuild-,H,102.37,87.15,11.9,0,0,46.97,1253,NOTES
abraxas,A,98.98,101.31,97.63,0,36.62,65.44,1241,PEAK
Abraxas,H,67.32,62.85,25.57,0,22.81,20.89,844,NOTES
ABSOLUTE,A,97.59,82.85,23.93,89.72,0,82.96,1218,NOTES
ABSOLUTE,H,74.91,61.42,16.92,49.14,0,27.95,935,NOTES
ABSOLUTE,L,113.12,105.26,23.34,97.51,172.16,102.76,1412,CHARGE
ABSOLUTE (kors k Remix),A,101.53,105.26,49.28,0,156.91,93.67,1336,CHARGE
ABSOLUTE (kors k Remix),H,60.2,57.15,47.07,0,100.22,23.32,792,CHARGE
ABSOLUTE EVIL,A,139.67,135.52,93.86,0,148.76,137.35,1778,CHARGE
ABSOLUTE EVIL,H,89.25,84.29,44.64,0,92.46,77.37,1136,CHARGE
abstract,A,86.54,74.28,32.84,0,0,51.14,960,NOTES
abstract,H,74.91,65.72,30.87,0,0,32.83,831,NOTES
Abyss,A,80.31,80,23.52,0,0,73.65,945,NOTES
Abyss,H,69.43,61.42,16.08,0,0,45.11,817,NOTES
Abyss -The Heavens Remix-,A,101.2,94.28,43.44,0,0,97.24,1188,NOTES
Abyss -The Heavens Remix-,H,79.9,82.85,43.45,0,0,52.83,938,PEAK
ACCELERATE,A,97.29,82.85,44.97,0,0,91.69,1261,NOTES
ACCELERATE,H,69.05,65.71,43.28,0,0,25.27,895,NOTES
Acid Pumper,A,104.2,109.21,47.33,0,163.35,75.36,1267,CHARGE
Acid Pumper,H,66.78,68.57,21.57,0,91.71,29.45,812,CHARGE
ACT,A,82.84,72.85,40.01,0,0,56.97,935,NOTES
ACTØ,A,122.02,115.78,58.53,0,3.12,118.8,1534,NOTES
ADAMANT,A,116.42,113.15,60.07,0,144.77,115.21,1539,CHARGE
ADAMANT,H,75.26,71.41,46.29,0,44.31,56.53,995,NOTES
Adularia,A,119.71,109.21,13.84,0,174.02,83.43,1449,CHARGE
Adularia,H,80.3,75.71,16.85,0,59.32,26.38,972,NOTES
Advent Infamous,A,117.22,105.26,65.78,0,69.6,113.96,1454,NOTES
Advent Infamous,H,67.96,61.42,19.38,0,66.09,31.31,843,NOTES
Aegis,A,109.33,109.21,70.91,0,89,100.53,1202,NOTES
Aegis,H,65.23,65.72,68.92,0,28.31,35.72,717,SCRATCH
Aeterna,A,106.14,102.63,10.23,0,19.36,116.72,1285,CHORD
Aeterna,H,65.83,64.28,9.62,0,8.43,39.76,797,NOTES
ÆTHER,A,117.64,95.71,88.69,0,0,106.02,1440,NOTES
ÆTHER,H,68.05,60.01,80.36,0,0,30.05,833,SCRATCH
ÆTHER,L,133.98,121.05,83.33,131.35,0,140.9,1640,CHORD
AFRO KNUCKLE,A,95.55,130.26,59.05,0,0,102.71,1226,PEAK
AFRO KNUCKLE,H,71.46,98.58,44.85,0,0,68.15,917,PEAK
Afterimage d'automne,A,120.38,111.84,45.63,0,110.16,109.03,1480,NOTES
Afterimage d'automne,H,71.48,72.85,14.8,0,63.62,48.21,879,PEAK
Aftermath,A,134.54,126.31,47.72,0,161.88,136.76,1828,CHARGE
Aftermath,H,89.79,78.58,31.11,0,60.76,81.45,1220,NOTES
AGEHA,A,76.61,91.42,43.56,0,0,69.56,948,PEAK
AGEHA,H,71.75,78.57,41.2,0,0,57.3,888,PEAK
AGEHA,L,99.55,106.57,88.3,0,73.96,111.54,1232,CHORD
AGETEKE ONDO,A,104.68,94.28,61.74,0,0,117.03,1297,CHORD
AGETEKE ONDO,H,66.26,60,45.86,0,0,47.22,821,NOTES
Agnus Dei,A,93.17,94.28,52.96,97.39,0,76.67,1051,SOFLAN
Agnus Dei,H,75.36,80.01,52.96,85.92,0,52.42,850,SOFLAN
Ah Hah Yeah,A,100.09,107.89,87.53,116.71,0,104.22,1108,SOFLAN
Ah Hah Yeah,H,65.85,60,53.97,104.35,0,48.24,729,SOFLAN
Air Bell,A,76.75,78.57,31.56,0,0,60.55,868,PEAK
Air Bell,H,60.75,60.01,30.93,0,0,33.67,687,NOTES
AIR RAID FROM THA UNDAGROUND,A,96.07,91.42,13.54,0,0,68.99,1189,NOTES
AIR RAID FROM THA UNDAGROUND,H,76.92,75.71,15.89,0,0,39.27,952,NOTES
AIR RAID FROM THA UNDAGROUND,L,123.06,127.63,19.42,0,0,109.43,1523,PEAK
airflow,A,62.46,84.29,11.36,71.19,0,71.49,721,PEAK
airflow,H,34.82,48.57,10.73,71.19,0,14.99,402,SOFLAN
AKASHIC BREAK,A,151.12,121.05,101.92,0,0,158.84,1823,CHORD
AKASHIC BREAK,H,103.06,91.42,61.61,0,0,93.68,1243,NOTES
Akatsuki,H,64.46,55.71,22.61,0,0,75.9,789,CHORD
ALBA -黎明-,A,128.95,117.1,51.26,0,106.56,132.24,1631,CHORD
ALBA -黎明-,H,62.22,57.14,24.18,0,8.75,32.02,787,NOTES
ALBA -黎明-,L,157.19,140.78,52.99,0,145.3,172.26,1990,CHORD
ALBIDA,A,131.39,122.36,92.6,0,0,135.12,1530,CHORD
ALBIDA,H,86.99,81.42,35.66,0,0,55.69,1013,NOTES
ALFARSHEAR 双神威に廻る夢,A,91.34,99.99,22.83,0,0,84.65,1049,PEAK
ALFARSHEAR 双神威に廻る夢,H,72.97,67.14,18.39,0,0,43.99,838,NOTES
ALIEN TEMPLE,A,80.64,87.14,32.79,0,0,86.37,1021,PEAK
ALIEN TEMPLE,H,66.25,60,31.64,0,0,50.49,839,NOTES
ALL I NEED YOUR LOVE,A,87.71,88.57,53.79,0,0,47.81,1081,PEAK
ALL I NEED YOUR LOVE,H,70.84,88.57,52.02,0,0,41.1,873,PEAK
ALL RIGHT,A,72.25,97.14,23.89,0,0,55.26,815,PEAK
ALL RIGHT,H,58.34,65.72,36.81,0,0,30.47,658,PEAK
alla turca con passione,A,92.16,97.14,40.17,0,0,83.85,1103,PEAK
alla turca con passione,H,69.27,58.57,38.35,0,0,47.58,829,NOTES
Almace,A,93.55,88.57,43.1,0,96.62,77.54,1012,CHARGE
Almace,H,61.02,58.58,30.31,0,24.06,43.45,660,NOTES
Almagest,A,159.87,157.14,50.11,0,164.24,113.27,1629,CHARGE
Almagest,H,112.6,95.71,45.81,0,127.05,37.81,1146,CHARGE
Alpheratz,A,82.48,80,27.5,0,0,74.29,1049,NOTES
Alpheratz,H,40.82,41.43,21.77,0,0,18.23,519,PEAK
ALTERNATOR,A,153.25,151.78,117.86,0,100,157.51,1907,CHORD
ALTERNATOR,H,103.62,92.85,83.17,0,41.92,104.68,1289,CHORD
Always We Trust In You,A,134.17,123.68,81.21,0,54.07,127.52,1625,NOTES
Always We Trust In You,H,78.53,78.58,57.75,0,8.12,53.56,951,PEAK
Amazing Mirage,A,109.01,101.31,86.93,0,8.12,103.05,1343,NOTES
Amazing Mirage,H,72.57,65.71,30.16,0,16.07,33.99,894,NOTES
Amazing Mirage,L,136.68,127.63,104.79,0,11.71,137.99,1684,CHORD
Ambivalent Vermilia,A,165.79,157.14,71.52,0,0,162.17,2132,NOTES
Ambush Ace,A,126.7,106.57,21.65,0,69.09,114.16,1492,NOTES
Ambush Ace,H,91.29,85.71,19.18,0,44.62,67.77,1075,NOTES
Amethyst,A,103.33,105.26,41,0,0,77.49,1322,PEAK
Amethyst,H,72.93,65.71,28.47,0,0,35.91,933,NOTES
AMICABLE,A,104.24,97.15,72.39,0,72.38,115.32,1259,CHORD
AMICABLE,H,66.98,70,49.46,0,0,55,809,PEAK
Amor De Verão,A,98.17,94.28,58.15,0,0,92.81,1193,NOTES
Amor De Verão,H,59.91,55.71,40.17,0,0,35.09,728,NOTES
AMRITA -不滅ノ花-,A,111.28,95.71,53.35,0,15.15,102.43,1398,NOTES
AMRITA -不滅ノ花-,H,64.87,57.14,20.29,0,1.87,32.25,815,NOTES
ANAGMA,A,103.85,95.71,50.85,0,0,100.29,1339,NOTES
ANAGMA,H,71.74,65.72,31.08,0,0,40.44,925,NOTES
ANAGRAMS I to Y,A,90.71,75.71,31.85,0,0,87.75,1245,NOTES
ANAGRAMS I to Y,H,61.86,52.86,7.96,0,0,27.91,849,NOTES
ANCHOR,A,144.69,146.05,64.91,0,104.35,132.46,1835,PEAK
ANCHOR,H,101.57,97.14,63.77,0,62.27,80.82,1288,NOTES
Ancient Scapes,A,137.78,127.63,50.75,0,0,123.17,1780,NOTES
Ancient Scapes,H,83.06,80,39.48,0,0,43.38,1073,NOTES
Ancient Scapes,L,169.74,147.36,65.41,0,0,154.45,2198,NOTES
And-RoiD,A,91.32,90,14.52,0,2.03,98.98,1008,CHORD
And-RoiD,H,60.88,62.85,13.86,0,8.12,40.9,672,PEAK
ANDROMEDA,A,106.74,106.57,13.98,0,0,91.34,1446,NOTES
ANDROMEDA,H,71.83,58.58,11.29,0,0,13.35,973,NOTES
ANDROMEDA II,A,103.89,98.58,13.86,0,0,62.69,1255,NOTES
ANDROMEDA II,H,81.29,80.01,11.47,0,0,11.98,982,NOTES
ANEMONE,A,89.39,77.15,15.23,0,20.28,83.81,1069,NOTES
ANEMONE,H,67.39,54.28,12.18,0,0,42.82,806,NOTES
Angel's Ladder,A,140.7,119.73,78.02,0,0,124.07,1800,NOTES
Angel's Ladder,H,91.46,80,36.44,0,0,34.94,1170,NOTES
Angelic Jelly,A,115.93,131.57,50.59,0,0,103.57,1419,PEAK
Angelic Jelly,H,86.44,71.42,29.76,0,0,71.03,1058,NOTES
"Anisakis -somatic mutation type""Forza""-",A,101.91,105.26,44.25,0,0,114.92,1443,CHORD
"Anisakis -somatic mutation type""Forza""-",H,76.91,87.14,26.76,0,0,50.87,1089,PEAK
"Anisakis -somatic mutation type""Forza""-",L,139.2,151.78,61.74,0,0,175.84,1971,CHORD
